opcode;iset;family;annotate;issimd;inelttype;ineltsz;readsz;nb_oprns;oprn_1;oprn_2;oprn_3;oprn_4;nb_impl_oprns;
ADCX;ADX;FM_ADD;A_NA;S_NO;T_UINT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADCX;ADX;FM_ADD;A_NA;S_NO;T_UINT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_WORD_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDBYTE_READ;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADC;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_STDBYTE_READ;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADDPD;SSE2;FM_ADD;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADDPS;SSE;FM_ADD;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADDSD;SSE2;FM_ADD;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADDSS;SSE;FM_ADD;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADDSUBPD;SSE3;FM_ADD;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADDSUBPS;SSE3;FM_ADD;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_WORD_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADD;8086;FM_ADD;A_NA;S_NO;T_INT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_STDBYTE_READ;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
ADOX;ADX;FM_ADD;A_NA;S_NO;T_UINT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
ADOX;ADX;FM_ADD;A_NA;S_NO;T_UINT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
AESDECLAST;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
AESDEC;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
AESENCLAST;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
AESENC;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
AESIMC;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_WRITE;;;0;
AESKEYGENASSIST;AES;FM_CRYPTO;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_WRITE;;0;
ANDNPD;SSE2;FM_AND;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ANDNPS;SSE;FM_AND;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ANDN;BMI1;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;0;
ANDN;BMI1;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;0;
ANDPD;SSE2;FM_AND;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ANDPS;SSE;FM_AND;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_WORD_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_LONG_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDBYTE_READ;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
AND;8086;FM_AND;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_STDBYTE_READ;OPRN_REGISTER_STDBYTE_READ_WRITE;;;0;
BEXTR;BMI1;FM_MERGE;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;0;
BEXTR;BMI1;FM_MERGE;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;0;
BLENDPD;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_WRITE;;0;
BLENDPS;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_WRITE;;0;
BLENDVPD;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
BLENDVPS;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
BLSI;BMI1;FM_MERGE;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
BLSI;BMI1;FM_MERGE;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
BLSMSK;BMI1;FM_SET;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
BLSMSK;BMI1;FM_SET;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
BLSR;BMI1;FM_CLR;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
BLSR;BMI1;FM_CLR;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
BSF;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_WRITE;;;0;
BSF;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
BSF;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
BSR;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_WRITE;;;0;
BSR;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
BSR;8086;FM_SCAN;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
BSWAP;8086;FM_BSWAP;A_NA;S_NO;T_UNDEF;DATASZ_8b;DATASZ_UNDEF;1;OPRN_REGISTER_STDLONG_READ_WRITE;;;;0;
BSWAP;8086;FM_BSWAP;A_NA;S_NO;T_UNDEF;DATASZ_8b;DATASZ_UNDEF;1;OPRN_REGISTER_STDQUAD_READ_WRITE;;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BTC;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BTR;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BTS;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDWORD_READ;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDLONG_READ;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_STDQUAD_READ;;;0;
BT;8086;FM_ENV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ;;;0;
BZHI;BMI2;FM_CLR;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_WRITE;;0;
BZHI;BMI2;FM_CLR;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_WRITE;;0;
CALL;8086;FM_CALL;A_CALL;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
CALL;8086;FM_CALL;A_CALL;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;1;OPRN_REGISTER_STDQUAD_READ;;;;0;
CBW;8086;FM_CVT;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;0;;;;;0;
CLC;8086;FM_CLR;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;0;;;;;0;
CLD;8086;FM_CLR;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;0;;;;;0;
CLI;8086;FM_OS;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;0;;;;;0;
CLTD;8086;FM_CVT;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;0;;;;;0;
CLTQ;8086;FM_CVT;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;0;;;;;0;
CLTS;8086;FM_OS;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;0;;;;;0;
CMC;8086;FM_ENV;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;0;;;;;0;
CMOVAE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVAE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
CMOVAE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
CMOVA;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVA;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
CMOVA;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
CMOVBE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVBE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
CMOVBE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
CMOVB;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVB;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
CMOVB;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
CMOVC;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVC;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
CMOVC;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_STDQUAD_READ_WRITE;;;0;
CMOVE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDWORD_READ;OPRN_REGISTER_STDWORD_READ_WRITE;;;0;
CMOVE;8086;FM_CMOV;A_NA;S_NO;T_UNDEF;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_STDLONG_READ_WRITE;;;0;
