JMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNAE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNAE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNA;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNA;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNBE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNBE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNB;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNB;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNC;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNC;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNGE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNGE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNG;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNG;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNLE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNLE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNL;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNL;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNP;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNP;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNS;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNS;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JNZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JNZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JPE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JPE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JPO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JPO;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JP;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JP;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JRCXZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JS;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JS;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
LJMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_MEMORY_MEM16b_READ;;;;0;
LJMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_MEMORY_MEM32b_READ;;;;0;
LJMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_MEMORY_MEM64b_READ;;;;0;
