JAE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JAE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JA;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JA;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JBE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JBE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JB;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JB;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JC;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JC;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JECXZ;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JGE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JGE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JG;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JG;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JLE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JLE;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JL;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_BYTE_ROLE_UNDEF;;;;0;
JL;8086;FM_CJUMP;A_JCOND;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_RELATIVE_LONG_ROLE_UNDEF;;;;0;
JMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_MEMORY_MEM64b_READ;;;;0;
JMP;8086;FM_JUMP;A_JUMP;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_REGISTER_STDQUAD_READ;;;;0;
